,Unnamed: 0,sex,row_number,liters_drunk,drink,check_number,label,age_young,age_medium,age_old,morning1,afternoon1,evening1
649,649,1,98.0,3.0,1,7321,0,,,old,0,0,1
650,650,1,84.0,5.0,0,8360,1,young,,,0,1,0
654,654,1,21.0,3.0,0,1238,1,,,old,0,1,0
655,655,0,40.0,4.0,1,7871,1,,,old,1,0,0
656,656,1,100.0,2.0,0,999,1,,medium,,0,0,1
660,660,0,87.0,1.0,0,8946,1,,medium,,0,0,1
665,665,0,46.0,1.0,0,8449,1,,medium,,0,1,0
666,666,0,0.0,3.0,1,90,1,,medium,,0,1,0
667,667,0,14.0,1.0,0,1225,1,young,,,1,0,0
668,668,1,46.0,1.0,1,377,0,,,old,0,0,1
669,669,0,30.0,1.0,0,8412,1,,,old,0,1,0
670,670,0,68.0,0.0,0,8498,0,,medium,,1,0,0
673,673,1,28.0,5.0,1,8217,1,,medium,,1,0,0
674,674,0,48.0,1.0,1,7396,1,,medium,,0,0,1
676,676,1,58.0,4.0,1,368,1,,medium,,0,1,0
677,677,1,54.0,1.0,0,3569,0,,,old,0,0,1
680,680,0,5.0,2.0,1,7293,1,,,old,0,1,0
682,682,1,38.0,4.0,0,5053,1,,,old,0,1,0
684,684,0,52.0,0.0,1,1229,0,,medium,,1,0,0
687,687,1,100.0,0.0,0,4481,1,,medium,,1,0,0
690,690,1,51.0,4.0,1,2266,1,,,old,1,0,0
692,692,1,62.0,2.0,1,2146,1,,,old,0,0,1
693,693,1,46.0,1.0,0,1343,1,young,,,1,0,0
699,699,1,42.0,0.0,1,4804,0,,medium,,0,0,1
705,705,0,58.0,5.0,1,6902,0,,,old,0,0,1
707,707,1,100.0,0.0,1,3340,1,,medium,,0,1,0
708,708,1,15.0,4.0,0,9819,1,,medium,,1,0,0
709,709,0,25.0,1.0,1,6599,1,,medium,,0,1,0
710,710,0,100.0,4.0,0,5057,0,,medium,,1,0,0
711,711,0,100.0,4.0,1,6888,1,,medium,,1,0,0
713,713,0,100.0,5.0,0,4950,0,,,old,0,0,1
714,714,0,86.0,1.0,0,4894,0,young,,,1,0,0
715,715,1,71.0,2.0,1,4253,1,,medium,,1,0,0
717,717,0,29.0,5.0,0,1628,1,,,old,1,0,0
719,719,1,45.0,4.0,1,9464,0,,,old,0,0,1
722,722,0,28.0,1.0,0,3078,0,,medium,,0,1,0
723,723,0,87.0,4.0,0,7175,1,young,,,0,1,0
724,724,1,97.0,2.0,1,2215,0,,,old,0,1,0
726,726,1,49.0,5.0,1,417,1,,medium,,1,0,0
727,727,0,47.0,2.48,0,945,0,,medium,,0,1,0
729,729,0,81.0,2.48,1,5207,1,,medium,,0,1,0
731,731,0,20.0,1.0,0,1736,1,,,old,0,0,1
732,732,0,78.0,0.0,1,9304,1,,medium,,1,0,0
733,733,0,19.0,1.0,0,5321,1,,medium,,1,0,0
734,734,0,9.0,2.48,0,9509,0,young,,,0,1,0
735,735,0,23.0,0.0,0,7237,1,,,old,1,0,0
736,736,0,39.0,3.0,0,4561,0,,,old,0,0,1
737,737,0,10.0,4.0,1,1107,1,,,old,1,0,0
740,740,0,62.0,4.0,1,2397,1,,,old,0,0,1
741,741,0,35.0,2.0,1,6667,0,,medium,,1,0,0
742,742,0,41.0,1.0,0,549,0,,medium,,0,0,1
745,745,0,41.0,5.0,0,9271,1,,medium,,0,1,0
746,746,0,35.0,0.0,1,4782,1,,,old,0,1,0
748,748,1,41.0,2.0,0,2105,0,young,,,1,0,0
754,754,0,8.0,5.0,1,3526,0,,,old,0,0,1
757,757,0,39.0,2.0,0,6188,0,,,old,0,1,0
759,759,0,100.0,1.0,1,5899,0,,,old,1,0,0
760,760,0,100.0,0.0,0,9583,0,,,old,0,0,1
764,764,1,35.0,0.0,0,8722,1,,,old,0,0,1
765,765,0,19.0,5.0,0,4773,1,young,,,0,0,1
766,766,1,46.0,3.0,0,8216,1,,,old,0,0,1
767,767,0,0.0,4.0,0,5915,1,,medium,,0,1,0
770,770,1,41.0,2.0,0,8802,1,,,old,1,0,0
772,772,0,25.0,2.0,1,215,1,,,old,0,0,1
773,773,0,100.0,3.0,0,1788,0,,medium,,0,0,1
775,775,1,92.0,5.0,1,1119,1,,medium,,0,0,1
776,776,0,14.0,2.0,0,2766,0,,medium,,1,0,0
777,777,1,96.0,2.48,0,2507,0,,,old,0,1,0
778,778,0,25.0,1.0,0,3997,1,,medium,,0,1,0
779,779,0,17.0,4.0,1,735,1,,medium,,1,0,0
780,780,1,61.0,1.0,0,3483,1,young,,,0,0,1
781,781,0,73.0,2.0,0,7042,0,,,old,1,0,0
783,783,1,9.0,0.0,0,8245,1,,medium,,0,1,0
784,784,0,79.0,0.0,1,2971,0,,medium,,0,1,0
785,785,0,76.0,4.0,0,1106,1,,,old,0,0,1
786,786,1,84.0,5.0,0,292,1,,,old,0,0,1
788,788,0,42.0,3.0,0,6808,1,young,,,0,0,1
789,789,0,95.0,2.0,0,6700,1,young,,,0,1,0
790,790,0,45.0,0.0,0,8314,0,young,,,0,1,0
791,791,0,75.0,2.48,0,4230,0,young,,,0,1,0
792,792,1,5.0,0.0,0,2841,0,,medium,,1,0,0
795,795,0,43.0,4.0,0,3586,0,,medium,,0,1,0
796,796,1,79.0,3.0,1,101,1,,medium,,0,1,0
799,799,0,57.0,2.0,0,7189,0,,medium,,0,0,1
800,800,0,1.0,1.0,0,2579,1,young,,,0,1,0
805,805,0,45.0,2.0,0,7273,0,young,,,0,1,0
806,806,0,65.0,4.0,0,1358,1,,medium,,0,0,1
807,807,1,68.0,0.0,0,1949,1,young,,,0,0,1
808,808,0,61.0,0.0,0,3094,0,,medium,,0,1,0
809,809,0,39.0,1.0,1,558,0,,,old,0,1,0
810,810,1,98.0,1.0,1,1212,0,,medium,,1,0,0
811,811,0,4.0,5.0,0,2856,0,,,old,0,0,1
813,813,0,6.0,0.0,1,7642,1,,,old,1,0,0
814,814,0,33.0,3.0,1,526,1,,,old,0,1,0
815,815,0,87.0,1.0,0,1440,1,,medium,,1,0,0
816,816,0,100.0,2.0,1,9690,1,,medium,,0,0,1
817,817,0,33.0,2.48,1,3563,0,,medium,,0,1,0
819,819,1,50.0,1.0,0,4258,1,,medium,,0,1,0
820,820,0,95.0,3.0,0,4335,1,,medium,,0,1,0
821,821,1,53.0,0.0,0,1354,0,,,old,0,0,1
822,822,1,64.0,4.0,1,8153,0,,,old,0,1,0
823,823,0,35.0,3.0,1,1475,1,,,old,1,0,0
824,824,0,56.0,4.0,1,9438,1,,medium,,0,1,0
825,825,0,49.0,0.0,1,8228,1,,medium,,0,1,0
826,826,1,31.0,1.0,0,2903,1,,medium,,0,1,0
827,827,1,100.0,5.0,0,2475,1,,,old,1,0,0
828,828,0,4.0,5.0,1,7582,0,,,old,0,0,1
829,829,1,58.0,2.0,1,5503,1,,,old,0,1,0
831,831,0,68.0,2.48,0,5316,1,,,old,1,0,0
832,832,0,6.0,2.0,0,6752,0,,medium,,0,0,1
833,833,0,6.0,0.0,0,7710,1,,medium,,1,0,0
834,834,1,100.0,0.0,1,4979,1,,medium,,1,0,0
835,835,1,47.0,3.0,0,280,1,,,old,0,0,1
836,836,0,32.0,2.0,0,2169,1,,medium,,0,1,0
837,837,1,47.0,1.0,0,9348,1,young,,,0,1,0
838,838,0,5.0,0.0,0,9560,0,,medium,,1,0,0
840,840,0,56.0,2.0,0,1748,1,young,,,0,0,1
841,841,0,40.0,0.0,1,1171,1,,,old,0,1,0
842,842,0,47.0,3.0,1,784,1,,medium,,1,0,0
843,843,0,12.0,3.0,1,3038,0,,medium,,1,0,0
846,846,1,63.0,4.0,0,9883,1,,medium,,0,0,1
847,847,0,36.0,2.48,0,4548,1,,medium,,0,1,0
853,853,1,34.0,2.48,1,8076,1,,medium,,0,1,0
855,855,1,9.0,2.0,0,5916,1,,,old,0,1,0
856,856,0,12.0,0.0,1,6542,1,,,old,0,1,0
857,857,1,31.0,4.0,0,5575,1,young,,,1,0,0
858,858,1,79.0,4.0,0,6945,1,young,,,1,0,0
859,859,0,80.0,2.0,1,2679,0,,medium,,0,0,1
860,860,0,9.0,1.0,1,5208,0,,medium,,0,1,0
861,861,0,0.0,1.0,0,5512,1,,medium,,0,0,1
864,864,1,44.0,5.0,1,7256,1,,medium,,0,0,1
865,865,1,40.0,4.0,0,662,0,,medium,,0,0,1
866,866,0,21.0,2.48,0,1645,0,,medium,,1,0,0
868,868,0,98.0,4.0,0,8849,1,,,old,1,0,0
869,869,0,100.0,3.0,0,8259,1,,,old,0,0,1
870,870,1,41.0,5.0,1,3920,1,,medium,,0,1,0
871,871,0,56.0,2.0,1,7575,1,,,old,0,0,1
873,873,1,11.0,2.0,1,9194,1,,medium,,0,0,1
875,875,0,65.0,2.48,0,8687,1,,,old,0,0,1
876,876,0,39.0,5.0,1,2309,1,,,old,0,0,1
877,877,0,53.0,2.0,0,3950,0,,,old,0,1,0
880,880,1,7.0,2.48,0,7154,1,,medium,,0,1,0
884,884,1,64.0,2.48,0,2702,1,,,old,0,1,0
885,885,1,13.0,5.0,1,5173,0,,,old,1,0,0
886,886,1,83.0,2.48,0,5943,0,young,,,1,0,0
889,889,1,100.0,2.0,1,7902,1,,medium,,0,1,0
890,890,0,62.0,1.0,1,3509,1,,,old,0,1,0
891,891,1,100.0,2.0,1,6490,1,,medium,,1,0,0
892,892,1,100.0,3.0,1,3403,0,,medium,,1,0,0
894,894,0,77.0,5.0,0,9405,0,,medium,,0,1,0
897,897,0,100.0,2.48,0,5174,0,young,,,0,0,1
898,898,0,61.0,4.0,1,8024,1,,medium,,1,0,0
900,900,1,30.0,5.0,1,7651,1,,,old,0,0,1
901,901,0,19.0,2.48,1,9670,1,,medium,,0,1,0
902,902,1,76.0,0.0,1,8593,0,,medium,,1,0,0
904,904,1,45.0,1.0,0,899,1,,medium,,1,0,0
905,905,0,43.0,1.0,1,4958,1,,medium,,0,1,0
906,906,0,72.0,1.0,0,3232,1,young,,,1,0,0
907,907,0,55.0,1.0,0,7109,0,,medium,,1,0,0
908,908,0,11.0,4.0,0,4008,1,young,,,0,0,1
909,909,1,63.0,3.0,0,6286,0,,medium,,1,0,0
910,910,0,66.0,2.0,1,2372,0,,medium,,1,0,0
912,912,0,31.0,5.0,1,4194,0,,,old,0,0,1
914,914,1,23.0,2.48,0,9871,0,,,old,0,1,0
916,916,1,89.0,3.0,0,620,1,young,,,1,0,0
917,917,1,22.0,5.0,0,6653,1,,,old,0,1,0
919,919,0,93.0,4.0,0,7044,1,,,old,1,0,0
921,921,0,93.0,3.0,0,8897,0,,,old,1,0,0
922,922,1,21.0,0.0,1,1835,1,,,old,0,1,0
924,924,1,78.0,3.0,0,2723,1,,medium,,0,1,0
925,925,0,25.0,1.0,1,7903,0,,medium,,0,1,0
926,926,0,25.0,4.0,0,4617,0,,medium,,1,0,0
929,929,0,51.0,1.0,0,3688,1,,,old,0,0,1
931,931,1,69.0,4.0,1,1140,1,,,old,0,0,1
932,932,0,33.0,3.0,0,9968,0,,,old,0,0,1
933,933,0,43.0,3.0,1,865,1,,medium,,0,1,0
936,936,1,12.0,4.0,0,8841,0,,,old,1,0,0
937,937,1,76.0,5.0,0,2862,0,,,old,0,1,0
938,938,0,100.0,4.0,1,4582,1,,medium,,0,1,0
941,941,0,57.0,1.0,0,4646,0,,medium,,1,0,0
942,942,1,47.0,3.0,0,3733,0,,medium,,0,0,1
943,943,0,61.0,5.0,0,525,1,young,,,1,0,0
945,945,0,80.0,0.0,0,2922,0,,,old,1,0,0
946,946,0,43.0,2.48,1,6748,1,,,old,0,0,1
947,947,0,69.0,2.0,1,3123,0,,,old,1,0,0
948,948,0,99.0,5.0,0,8215,1,,medium,,0,0,1
949,949,1,78.0,0.0,0,1570,0,,medium,,0,1,0
950,950,1,95.0,2.0,0,8782,0,,medium,,0,1,0
951,951,0,94.0,0.0,1,6995,1,,medium,,1,0,0
954,954,1,45.0,5.0,0,5301,0,,medium,,0,1,0
956,956,1,90.0,3.0,1,7310,0,,,old,0,1,0
960,960,0,93.0,2.0,0,6757,1,,medium,,0,1,0
962,962,1,79.0,4.0,1,8538,1,,,old,0,0,1
964,964,0,83.0,3.0,0,5039,1,young,,,0,0,1
965,965,1,86.0,3.0,1,4321,1,,medium,,0,1,0
967,967,1,0.0,3.0,1,9655,0,,medium,,1,0,0
968,968,0,8.0,3.0,1,2042,1,,medium,,1,0,0
969,969,1,100.0,2.0,0,3326,1,,,old,1,0,0
970,970,0,89.0,5.0,0,4084,1,,,old,0,1,0
972,972,1,73.0,5.0,0,2148,1,,medium,,1,0,0
973,973,1,53.0,3.0,0,2451,1,young,,,0,0,1
975,975,0,62.0,0.0,0,175,1,,medium,,0,0,1
977,977,1,55.0,5.0,1,8977,0,,,old,0,1,0
978,978,0,44.0,1.0,1,6668,0,,,old,0,0,1
979,979,0,53.0,4.0,0,9338,1,young,,,0,0,1
980,980,1,15.0,2.0,1,3205,0,,medium,,0,1,0
983,983,0,47.0,3.0,1,7289,1,,medium,,0,1,0
984,984,1,74.0,4.0,0,7939,1,,,old,0,0,1
985,985,0,89.0,2.48,1,9511,0,,,old,0,1,0
986,986,1,0.0,2.48,1,9930,1,,medium,,0,1,0
987,987,0,3.0,4.0,1,6380,1,,medium,,0,0,1
989,989,1,52.0,3.0,1,8366,1,,medium,,0,1,0
991,991,1,78.0,3.0,1,8951,1,,,old,0,1,0
993,993,1,82.0,3.0,1,5558,1,,,old,1,0,0
994,994,0,27.0,1.0,1,2715,1,,medium,,0,1,0
995,995,1,13.0,4.0,0,9951,0,young,,,1,0,0
997,997,1,10.0,0.0,0,1981,1,,medium,,1,0,0
998,998,0,13.0,2.48,0,6284,1,,,old,0,1,0
999,999,1,100.0,2.48,1,2531,0,,medium,,0,1,0
1002,1002,1,73.0,4.0,1,1250,1,,medium,,0,0,1
1003,1003,0,72.0,5.0,1,4598,0,,,old,1,0,0
1005,1005,1,48.0,4.0,0,4591,1,young,,,1,0,0
1007,1007,0,100.0,0.0,1,8733,1,,medium,,1,0,0
1008,1008,1,49.0,5.0,1,5393,0,,,old,0,0,1
1010,1010,0,52.0,3.0,0,2454,0,,medium,,1,0,0
1012,1012,1,74.0,4.0,0,130,1,,,old,0,0,1
1013,1013,0,26.0,3.0,1,8568,0,,,old,0,1,0
1015,1015,0,21.0,4.0,1,9669,0,,,old,0,0,1
1016,1016,1,31.0,0.0,1,40,0,,,old,0,1,0
1017,1017,0,5.0,2.48,1,8832,0,,medium,,0,1,0
1018,1018,0,47.0,3.0,0,2067,0,,medium,,0,1,0
1020,1020,1,69.0,5.0,1,4574,1,,,old,0,1,0
1023,1023,1,78.0,0.0,0,4612,0,young,,,0,0,1
1024,1024,1,100.0,0.0,0,8926,0,,,old,0,0,1
1025,1025,1,33.0,3.0,0,9018,1,,medium,,1,0,0
1027,1027,1,50.0,3.0,0,6123,0,,,old,0,0,1
1028,1028,1,74.0,0.0,1,7394,0,,medium,,1,0,0
1029,1029,1,20.0,5.0,0,9558,0,,,old,0,0,1
1031,1031,0,15.0,5.0,1,7972,0,,,old,1,0,0
1032,1032,1,100.0,5.0,0,6613,1,young,,,1,0,0
1034,1034,0,24.0,2.0,0,5978,1,,medium,,0,1,0
1035,1035,1,36.0,2.48,1,4951,0,,medium,,0,0,1
1036,1036,0,34.0,0.0,0,8107,0,young,,,0,0,1
1037,1037,0,11.0,0.0,1,3379,0,,medium,,0,1,0
1038,1038,1,40.0,3.0,0,2126,1,,,old,0,0,1
1039,1039,1,48.0,3.0,0,3127,1,,medium,,1,0,0
1043,1043,0,50.0,1.0,0,7222,1,,medium,,1,0,0
1045,1045,0,9.0,0.0,1,2707,0,,medium,,1,0,0
1046,1046,0,56.0,2.48,0,6371,0,,,old,0,0,1
1047,1047,0,22.0,0.0,1,9273,0,,medium,,0,1,0
1048,1048,1,5.0,1.0,0,57,1,,medium,,0,0,1
1050,1050,1,59.0,3.0,0,2311,1,young,,,0,1,0
1051,1051,1,96.0,3.0,0,977,0,,,old,1,0,0
1052,1052,0,82.0,5.0,1,6769,0,,,old,0,1,0
1053,1053,1,90.0,2.0,0,4976,0,,,old,1,0,0
1055,1055,1,94.0,1.0,0,5254,0,,,old,1,0,0
1057,1057,1,83.0,2.0,0,8723,0,,medium,,1,0,0
1060,1060,0,2.0,4.0,0,648,1,,medium,,0,1,0
1061,1061,0,92.0,2.48,0,6119,1,,medium,,0,1,0
1062,1062,0,76.0,4.0,0,8981,1,young,,,1,0,0
1063,1063,0,94.0,5.0,0,5251,1,young,,,0,1,0
1064,1064,0,73.0,0.0,0,2799,0,,,old,0,1,0
1066,1066,1,18.0,2.0,0,5320,0,,medium,,0,1,0
1067,1067,1,24.0,0.0,0,2386,1,,medium,,0,0,1
1068,1068,1,15.0,0.0,0,4534,1,,medium,,0,0,1
1069,1069,0,85.0,5.0,0,888,1,,medium,,1,0,0
1071,1071,0,100.0,0.0,0,6477,1,,medium,,0,1,0
1072,1072,1,5.0,4.0,1,7529,0,,,old,0,0,1
1073,1073,1,44.0,1.0,0,1101,1,,,old,0,0,1
1075,1075,0,31.0,2.48,0,6146,0,,,old,0,1,0
1076,1076,1,99.0,3.0,0,6720,1,,medium,,1,0,0
1077,1077,1,8.0,1.0,0,4208,0,,medium,,0,1,0
1078,1078,0,32.0,0.0,0,65,0,,,old,0,1,0
1080,1080,1,64.0,2.0,1,2077,0,,,old,1,0,0
1081,1081,0,89.0,0.0,1,7312,1,,,old,1,0,0
1082,1082,1,49.0,2.0,1,7131,1,,medium,,0,0,1
1083,1083,1,41.0,2.48,1,3596,1,,medium,,1,0,0
1084,1084,0,91.0,3.0,0,4220,1,young,,,1,0,0
1085,1085,1,57.0,5.0,1,9040,1,,medium,,0,1,0
1087,1087,0,2.0,0.0,1,6938,1,,,old,0,1,0
1089,1089,0,55.0,2.0,1,413,0,,,old,1,0,0
1091,1091,0,63.0,0.0,0,978,1,young,,,0,0,1
1092,1092,0,96.0,1.0,1,8070,1,,medium,,0,1,0
1093,1093,0,9.0,1.0,0,4112,1,,medium,,0,0,1
1094,1094,0,86.0,3.0,1,691,1,,,old,1,0,0
1095,1095,0,9.0,4.0,0,3785,0,,medium,,1,0,0
1096,1096,0,52.0,2.48,0,2726,0,,medium,,1,0,0
1098,1098,1,99.0,5.0,1,2995,0,,,old,1,0,0
1100,1100,0,82.0,3.0,0,1075,0,,,old,0,1,0
1101,1101,0,100.0,1.0,1,2837,0,,,old,0,1,0
1102,1102,0,94.0,3.0,0,2384,1,,,old,0,0,1
1103,1103,0,41.0,0.0,1,4728,1,,,old,1,0,0
1104,1104,1,44.0,2.0,0,1719,1,,medium,,1,0,0
1105,1105,1,11.0,4.0,0,1093,1,young,,,0,1,0
1106,1106,0,58.0,5.0,1,4633,0,,,old,0,0,1
1109,1109,0,29.0,4.0,0,7008,1,,,old,0,0,1
1111,1111,0,20.0,2.0,0,858,0,,medium,,0,1,0
1112,1112,0,21.0,5.0,0,3961,1,,medium,,1,0,0
1113,1113,0,16.0,2.48,0,1334,1,,,old,0,0,1
1115,1115,0,76.0,3.0,0,3266,1,young,,,1,0,0
1117,1117,1,100.0,0.0,0,6258,0,young,,,0,1,0
1118,1118,1,24.0,0.0,0,4338,1,,medium,,0,0,1
1119,1119,1,92.0,3.0,1,2242,0,,,old,0,1,0
1120,1120,1,65.0,5.0,0,9498,1,,,old,0,1,0
1121,1121,0,82.0,1.0,0,9120,1,,medium,,1,0,0
1122,1122,0,16.0,2.0,1,6287,0,,medium,,0,1,0
1123,1123,1,77.0,5.0,0,4890,1,,medium,,1,0,0
1124,1124,0,63.0,2.0,1,9926,1,,,old,0,0,1
1125,1125,1,18.0,5.0,0,6805,1,,,old,1,0,0
1127,1127,0,22.0,2.48,1,1532,0,,,old,1,0,0
1128,1128,0,30.0,2.48,0,7195,0,,,old,1,0,0
1129,1129,0,34.0,5.0,1,5847,0,,,old,1,0,0
1131,1131,0,100.0,0.0,0,8198,0,,,old,0,1,0
1132,1132,0,18.0,3.0,0,3385,0,,,old,1,0,0
1133,1133,1,77.0,5.0,0,6656,0,,,old,1,0,0
1135,1135,0,80.0,4.0,1,8293,0,,,old,0,0,1
1136,1136,0,79.0,2.48,0,70,0,,,old,0,0,1
1138,1138,0,53.0,2.0,1,4613,0,,medium,,0,0,1
1140,1140,1,44.0,0.0,1,7094,1,,medium,,0,1,0
1143,1143,1,14.0,3.0,1,2409,0,,,old,1,0,0
1145,1145,1,77.0,0.0,1,3330,1,,medium,,0,0,1
1146,1146,0,100.0,5.0,0,8939,0,,medium,,0,1,0
1148,1148,0,84.0,0.0,0,6726,1,young,,,0,0,1
1150,1150,0,48.0,1.0,0,5720,0,young,,,0,0,1
1151,1151,0,92.0,2.0,0,553,1,,medium,,0,0,1
1152,1152,1,5.0,1.0,0,5383,0,,,old,0,0,1
1153,1153,0,63.0,2.0,1,5530,1,,medium,,0,1,0
1154,1154,0,100.0,1.0,0,594,0,young,,,0,0,1
1156,1156,0,39.0,5.0,1,4292,1,,medium,,0,0,1
1157,1157,1,51.0,5.0,1,4939,1,,,old,0,0,1
1158,1158,0,21.0,1.0,0,6076,0,,medium,,0,1,0
1160,1160,0,68.0,3.0,0,446,1,young,,,0,0,1
1162,1162,0,65.0,3.0,1,8768,0,,,old,0,0,1
1163,1163,0,17.0,1.0,0,9848,1,,medium,,0,1,0
1164,1164,0,12.0,5.0,1,7472,1,,,old,0,1,0
1166,1166,0,99.0,2.48,0,3638,0,,medium,,0,0,1
1167,1167,0,11.0,1.0,1,6030,1,,medium,,1,0,0
1169,1169,1,21.0,2.0,0,2360,0,,,old,0,0,1
1172,1172,1,92.0,0.0,0,1182,1,,,old,1,0,0
1173,1173,0,4.0,2.48,1,295,1,,medium,,1,0,0
1174,1174,1,64.0,1.0,0,8134,0,,,old,1,0,0
1176,1176,1,6.0,1.0,0,9988,1,,,old,1,0,0
1180,1180,0,31.0,4.0,0,1041,1,,medium,,1,0,0
1181,1181,0,11.0,5.0,0,5233,1,,,old,1,0,0
1182,1182,1,42.0,4.0,0,9973,0,,medium,,0,1,0
1183,1183,1,41.0,3.0,1,7374,1,,medium,,0,1,0
1184,1184,0,75.0,0.0,0,6051,0,young,,,0,1,0
1185,1185,0,90.0,4.0,0,2358,0,,,old,0,0,1
1187,1187,0,34.0,1.0,0,3830,1,,medium,,1,0,0
1188,1188,0,83.0,5.0,0,7738,0,,medium,,1,0,0
1190,1190,0,91.0,1.0,1,5230,1,,medium,,0,1,0
1191,1191,0,100.0,2.48,1,2733,0,,,old,0,0,1
1192,1192,0,70.0,0.0,0,3317,0,young,,,1,0,0
1193,1193,0,40.0,2.0,0,5728,1,young,,,0,0,1
1194,1194,1,100.0,5.0,1,1020,0,,,old,0,1,0
1195,1195,0,76.0,1.0,0,418,1,young,,,0,0,1
1196,1196,0,8.0,5.0,1,6950,1,,,old,0,1,0
1198,1198,1,90.0,3.0,0,3986,1,,,old,0,0,1
1199,1199,0,34.0,5.0,1,6537,1,,,old,0,0,1
1200,1200,1,71.0,4.0,1,163,1,,medium,,1,0,0
1201,1201,0,39.0,2.0,0,2921,0,,,old,0,1,0
1202,1202,0,52.0,5.0,0,3276,0,young,,,0,1,0
1203,1203,0,73.0,3.0,1,4828,1,,medium,,0,0,1
1205,1205,0,9.0,0.0,0,2219,0,,medium,,0,1,0
1206,1206,1,69.0,3.0,0,3053,1,young,,,0,0,1
1208,1208,1,15.0,0.0,0,8376,1,,medium,,0,1,0
1209,1209,1,36.0,4.0,1,5108,1,,medium,,0,1,0
1210,1210,1,100.0,2.0,1,3777,1,,medium,,0,0,1
1212,1212,0,26.0,5.0,1,8737,1,,medium,,0,1,0
1215,1215,1,50.0,3.0,0,6063,1,,medium,,1,0,0
1216,1216,1,79.0,5.0,0,3061,0,,,old,0,1,0
1218,1218,1,62.0,2.0,0,1480,1,,medium,,0,1,0
1220,1220,1,100.0,1.0,1,9770,1,,medium,,0,0,1
1221,1221,1,33.0,5.0,1,4956,1,,medium,,0,0,1
1223,1223,0,40.0,2.48,0,7600,0,,medium,,0,0,1
1224,1224,0,100.0,4.0,1,7277,0,,,old,0,0,1
1225,1225,0,100.0,0.0,0,9686,0,,,old,0,1,0
1228,1228,0,66.0,2.48,1,8510,1,,medium,,1,0,0
1229,1229,0,58.0,5.0,0,2383,0,,medium,,0,1,0
1231,1231,1,55.0,5.0,1,1741,1,,medium,,0,1,0
1232,1232,1,47.0,1.0,0,8628,1,,medium,,1,0,0
1233,1233,0,35.0,2.0,0,9760,0,,medium,,0,1,0
1234,1234,0,14.0,2.0,0,6278,1,,medium,,1,0,0
1235,1235,0,19.0,3.0,0,8789,0,,medium,,0,1,0
1237,1237,0,70.0,3.0,0,804,1,,medium,,1,0,0
1241,1241,0,53.0,0.0,0,3708,0,,medium,,0,0,1
1242,1242,0,43.0,2.48,0,2010,1,,medium,,1,0,0
1243,1243,1,6.0,3.0,1,4207,0,,medium,,0,1,0
1244,1244,0,1.0,5.0,0,657,0,,medium,,0,1,0
1245,1245,1,6.0,1.0,0,4694,0,,,old,0,0,1
1246,1246,1,30.0,3.0,1,4547,0,,medium,,1,0,0
1249,1249,1,99.0,1.0,1,8176,0,,,old,1,0,0
1251,1251,1,100.0,3.0,0,9368,0,,medium,,0,1,0
1253,1253,1,25.0,5.0,1,2287,1,,,old,1,0,0
1255,1255,0,28.0,2.0,0,3762,1,,,old,0,1,0
1257,1257,1,62.0,4.0,0,9992,0,,medium,,1,0,0
1258,1258,0,27.0,1.0,0,7944,1,,medium,,1,0,0
1259,1259,0,9.0,1.0,1,4918,1,,medium,,0,1,0
1260,1260,0,71.0,0.0,1,5922,0,,medium,,0,1,0
1261,1261,0,65.0,5.0,1,3223,1,,medium,,1,0,0
1269,1269,1,18.0,2.0,1,7408,1,,medium,,0,1,0
1270,1270,0,32.0,4.0,0,1137,1,young,,,0,1,0
1274,1274,1,11.0,2.0,0,9267,0,,medium,,1,0,0
1276,1276,1,64.0,5.0,0,7624,1,,,old,1,0,0
1277,1277,1,29.0,2.0,1,2850,0,,medium,,0,0,1
1278,1278,1,27.0,3.0,1,7982,1,,medium,,0,1,0
1279,1279,1,37.0,0.0,1,9144,1,,medium,,1,0,0
1281,1281,0,38.0,1.0,0,6559,1,,medium,,1,0,0
1283,1283,0,59.0,2.0,0,7967,0,,,old,0,1,0
1284,1284,1,94.0,5.0,0,5436,1,young,,,1,0,0
1285,1285,0,48.0,1.0,0,3617,1,young,,,0,0,1
1286,1286,1,38.0,1.0,0,2642,0,,medium,,0,1,0
1287,1287,0,51.0,2.0,0,2185,1,,,old,0,1,0
1290,1290,0,84.0,0.0,0,625,1,,medium,,1,0,0
1291,1291,1,18.0,1.0,1,4820,1,,medium,,0,0,1
1292,1292,1,2.0,3.0,1,1017,1,,medium,,0,0,1
1294,1294,1,5.0,2.0,0,6250,0,,medium,,0,0,1
1296,1296,0,57.0,2.0,0,7914,0,,medium,,1,0,0
1297,1297,1,11.0,5.0,0,9190,1,young,,,0,0,1
1298,1298,0,45.0,0.0,0,1674,0,,,old,0,0,1
1299,1299,1,23.0,3.0,1,8252,0,,,old,0,1,0
1300,1300,1,73.0,3.0,0,149,1,young,,,0,1,0
1301,1301,0,94.0,4.0,0,2847,0,,medium,,1,0,0
1302,1302,0,5.0,4.0,0,6928,0,,medium,,1,0,0
1303,1303,0,19.0,2.48,0,9246,0,,medium,,0,0,1
1304,1304,0,93.0,5.0,0,2885,1,,medium,,0,0,1
1305,1305,1,6.0,2.0,1,4061,1,,medium,,0,1,0
1306,1306,0,29.0,4.0,0,6887,1,,medium,,1,0,0
1307,1307,1,72.0,0.0,0,1360,1,,,old,0,0,1
1308,1308,1,100.0,3.0,0,794,1,young,,,1,0,0
